sentence,label
"Early on in the film, it is difficult to like Travers as her  demands become more extreme, her retorts more cutting and her demeanour  downright unpleasant, but Kelly Marcel and Sue Smith's screenplay  weaves the story of the film rights with the tale of Travers' troubled  childhood to give reason for her crustiness and context to her literary  creation.",Performance Appraisal
It is this aspect of Saving Mr. Banks that surprises most and  completes the film.,Selective Emphasis Bias
"Director John Lee Hancock (The Blind Side) approaches each side of his  female protagonist's life very differently and her buried history is  shot in muted, dusty colours with a jagged Western romanticism that  tempers the bleak happenings that shaped the girl into the woman.",Performance Appraisal
"Colin  Farrell is on his best form for years as Travers Goff, the drunk father  who lives in his own fantastic world of imagination and adventure to  escape the harsh reality of the real world.",Performance Appraisal
"He is a man who fails  consistently and knows it, but loves his daughter unequivocally.",Performance Appraisal
"As  with Hanks and Thompson, the chemistry between Farrell and Annie Rose  Buckley (playing Ginty, the young Travers) is effortlessly beautiful.",Performance Appraisal
"The casting is just one of the joys of Saving Mr. Banks, with Paul  Giamatti chief amongst the supporting actors as Travers' driver, Ralph,  a doleful puppy in human form that responds to every brush-off and  verbal slap with another smile and encouraging word.",Performance Appraisal
"Novak and Jason  Schwartzman as the Sherman brothers bring more gentle humour as  Travers' desperate, unwilling adversaries.",Performance Appraisal
"There are hints of Travers' adult life beyond her books but, though  comments remain, it feels as though the backstory was excised for the  final cut and so I came away from the film feeling that something was  missing.",Omission Focus
"The final act is perhaps a little too tidy; it glides towards  a resolution too smoothly and nothing is made of the rumoured aftermath  of the deal, but these are minor niggles in a beautiful film that  carries one along and moistens the eyes occasionally.",Omission Focus
It is a joy to watch and  leaves one hoping that Mary Poppins earns yet another screening in this  year's Christmas TV schedule.,Disposition Bias
It draws you in with the delightful reality of Disney as well as the triumphantly stark reality (inasmuch as it is reality; I do lack her background) of Mrs. Travers.,Authenticity Bias
"I purposely leave out parts of the film for the sake of the movie-goer, but let me say how delightful the songs are, the people are, the displays of emotion-- my part as well, as I nearly cried and fully laughed at certain points throughout.",Selective Emphasis Bias
"The film speaks to me and it feels complete in its currency-- tuppence, if you will-- in taking Mrs. Travers' story and embellishing it with the truth of the creators' (both Travers and Disney, for the part he has in the creation of the film) lives.",Disposition Bias
"The lives of the characters-- and I do mean most people seen on screen, in particular the driver and Mrs. Travers' mother-- are well-told and well-lived, and spark a certain comfort and warmth, even in the cold of their realities and harsher backstories.",Performance Appraisal
"I believe the film has done its job beautifully, and I wouldn't change it for the world.",Disposition Bias
"Even the animated penguins, although for me there is still my deep and abiding love for their real counterparts.",Disposition Bias
"There have been complaints about this film on the basis of historically inaccuracies ranging from the dialogue between Disney and Mrs. Travers, the relationship between Mrs. Travers and the studio to the simple motif of Mrs. Travers dancing with the writers.",Authenticity Bias
"This film is not an historical document, rather a story about an author, her book and a studio.",Authenticity Bias
"The film portrays the Mary Poppins books as an attempt by Mrs. Travers to rescue a version of her father and give him a better story than life provided him, a point made touchingly by her bursting into tears in- front of the writing staff due to her perception that they had made Mr.Banks 'unspeakably awful'.",Representation Critique
"The writers return the following day with a changed ending, one where father went kite flying with the kids and they were together as a family.",Omission Focus
